Authority,Botanical Name,Common Name,Council District,Epithet,Genus,Park_Side_Street,Location,Park Name,Side,Site ID,Street,Address,Air Quality Benefits ($),CO2 Avoided (in lbs.),CO2 Sequestered (in lbs.),DBH,Energy Benefits ($),Greenhouse CO2 Benefits ($),kWh Saved,Latitude,Leaf Surface Area (in sq. ft.),Longitude,Pollutants Saved (in lbs.),Property Benefits ($),Site,Stormwater Benefits ($),Stormwater Gallons Saved,Therms Saved,Total Yearly Eco Benefits ($)
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9316248875374, -78.8657855874139)",Delaware,In_Lot,96618,Delaware Av,2182,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93162489,44.47,-78.86578559,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",South,NIGRA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.844674512712, -78.8073657699408)",Cazenovia,In_Lot,94640,Cazenovia St,161,2.63,22.63,5.17,22,69.67,0.09,107.54,42.84467451,28.97,-78.80736577,0.36,17.43,1,7.3,913.05,38.78,97.12
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9018788154624, -78.899360058865)",Front,In_Lot,104898,Busti Av,952,0.78,6.91,2.87,9,22.51,0.03,32.87,42.90187882,45.15,-78.89936006,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Masten,NIGRA,PINUS,Mlk Jr._In_Lot_Parade Ave North,"(42.906214300797, -78.8395642019034)",Mlk Jr.,In_Lot,102432,Parade Ave North,175,1.26,12.61,4.06,12,35.77,0.05,59.91,42.9062143,44.47,-78.8395642,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9404942423104, -78.8578724577056)",Delaware,In_Lot,99724,Parkside Av,414,2.48,21.9,6.04,20,66.23,0.09,104.11,42.94049424,36.27,-78.85787246,0.34,21.82,1,6.87,858.34,36.68,97.48
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.931492682121, -78.8658462046729)",Delaware,In_Lot,96620,Delaware Av,2182,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93149268,44.92,-78.8658462,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS THUNBERGIANA,"PINE, JAPANESE BLACK",South,THUNBERGIANA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8436480011758, -78.8017562993975)",Cazenovia,In_Lot,95632,Cazenovia St,161,2.18,20.46,5.73,18,59.35,0.08,97.25,42.843648,39.27,-78.8017563,0.3,23.63,1,5.99,748.92,32.48,91.24
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9338608307852, -78.8736253836901)",Delaware,In_Lot,97037,Delaware Av,2182,0.66,5.85,2.46,8,19.1,0.02,27.82,42.93386083,44.74,-78.87362538,0.09,26.92,1,2.04,255.42,10.79,48.74
Olmsted,PINUS SYLVESTRIS,"PINE, SCOTCH",North,SYLVESTRIS,PINUS,Riverside_In_Lot_Niagara St,"(42.9548521883363, -78.9066266038495)",Riverside,In_Lot,105911,Niagara St,2505,0.01,0.12,0.11,1,0.54,0,0.58,42.95485219,27.23,-78.9066266,0,16.38,1,0.05,5.91,0.33,16.99
Olmsted,PINUS STROBUS,"PINE, WHITE",Delaware,STROBUS,PINUS,Delaware_In_Lot_Parkside Av,"(42.9337079703418, -78.8596896700852)",Delaware,In_Lot,101126,Parkside Av,414,0.01,0.12,0.11,1,0.54,0,0.58,42.93370797,27.23,-78.85968967,0,16.38,1,0.05,5.91,0.33,16.99
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9346653343551, -78.8761738034731)",Delaware,In_Lot,96434,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.93466533,44.7,-78.8761738,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.931450848052, -78.866144433618)",Delaware,In_Lot,96726,Delaware Av,2182,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93145085,44.47,-78.86614443,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS RESINOSA,"PINE, RED",South,RESINOSA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8446611077631, -78.7987491016538)",Cazenovia,In_Lot,107261,Cazenovia St,161,0.2,1.81,0.9,4,6.08,0.01,8.61,42.84466111,42.89,-78.7987491,0.03,25.8,1,0.77,96.22,3.46,32.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9322349473772, -78.8737283343965)",Delaware,In_Lot,97358,Delaware Av,2182,2.63,22.63,4.13,23,69.67,0.08,107.54,42.93223495,23.18,-78.87372833,0.36,13.95,1,7.3,913.05,38.78,93.63
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",South,NIGRA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8479116184571, -78.8032685730606)",Cazenovia,In_Lot,97719,Cazenovia St,161,2.18,20.46,5.73,18,59.35,0.08,97.25,42.84791162,39.27,-78.80326857,0.3,23.63,1,5.99,748.92,32.48,91.24
Olmsted,PINUS STROBUS,"PINE, WHITE",Masten,STROBUS,PINUS,Mlk Jr._In_Lot_Parade Ave North,"(42.9061642920497, -78.8364754656007)",Mlk Jr.,In_Lot,112618,Parade Ave North,175,0.06,0.51,0.31,2,1.87,0,2.42,42.90616429,41.25,-78.83647547,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9002140338027, -78.8982234017)",Front,In_Lot,104800,Busti Av,952,0.66,5.85,2.46,8,19.1,0.02,27.82,42.90021403,44.74,-78.8982234,0.09,26.92,1,2.04,255.42,10.79,48.74
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9335712140202, -78.8591070586474)",Delaware,In_Lot,101107,Parkside Av,414,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93357121,44.47,-78.85910706,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9314733404735, -78.8553547485135)",Delaware,In_Lot,101061,Parkside Av,414,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93147334,44.92,-78.85535475,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9018311513759, -78.8994348053696)",Front,In_Lot,104906,Busti Av,952,0.94,8.81,3.27,10,26.94,0.04,41.88,42.90183115,44.92,-78.89943481,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9326057175638, -78.8741186194208)",Delaware,In_Lot,97330,Delaware Av,2182,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93260572,44.92,-78.87411862,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9307077845654, -78.8660070007695)",Delaware,In_Lot,96694,Delaware Av,2182,0.54,4.79,2.06,7,15.67,0.02,22.77,42.93070778,44.33,-78.866007,0.07,26.67,1,1.72,214.93,8.87,44.63
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9344365640513, -78.8663526473194)",Delaware,In_Lot,96146,Delaware Av,2182,1.74,18.3,5.25,15,49.03,0.07,86.96,42.93443656,43.78,-78.86635265,0.24,26.34,1,4.68,584.8,26.17,81.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9369271685513, -78.8522808211816)",Delaware,In_Lot,99454,Parkside Av,414,1.89,19.02,5.41,16,52.47,0.07,90.39,42.93692717,42.28,-78.85228082,0.26,25.44,1,5.12,639.51,28.27,84.99
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9335499584798, -78.8591850718545)",Delaware,In_Lot,101108,Parkside Av,414,1.58,16.4,4.85,14,44.61,0.06,77.95,42.93354996,44.01,-78.85918507,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.939789289637, -78.8589759035276)",Delaware,In_Lot,99912,Parkside Av,414,1.58,16.4,4.85,14,44.61,0.06,77.95,42.93978929,44.01,-78.8589759,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9325104170506, -78.8655397304566)",Delaware,In_Lot,96775,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.93251042,44.7,-78.86553973,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Riverside_In_Lot_Niagara St,"(42.9537787370223, -78.909099215147)",Riverside,In_Lot,105134,Niagara St,2505,0.94,8.81,3.27,10,26.94,0.04,41.88,42.95377874,44.92,-78.90909922,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Masten,NIGRA,PINUS,Mlk Jr._In_Lot_Parade Ave North,"(42.9061116667197, -78.8396315223555)",Mlk Jr.,In_Lot,102430,Parade Ave North,175,1.26,12.61,4.06,12,35.77,0.05,59.91,42.90611167,44.47,-78.83963152,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9331593585861, -78.8684479273883)",Delaware,In_Lot,96957,Delaware Av,2182,2.18,20.46,5.73,18,59.35,0.08,97.25,42.93315936,39.27,-78.86844793,0.3,23.63,1,5.99,748.92,32.48,91.24
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9323676684959, -78.8724686998706)",Delaware,In_Lot,98486,Delaware Av,2182,0.54,4.79,2.06,7,15.67,0.02,22.77,42.93236767,44.33,-78.8724687,0.07,26.67,1,1.72,214.93,8.87,44.63
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Masten,NIGRA,PINUS,Mlk Jr._In_Lot_Parade Ave North,"(42.9062183206725, -78.8395826193138)",Mlk Jr.,In_Lot,102431,Parade Ave North,175,1.26,12.61,4.06,12,35.77,0.05,59.91,42.90621832,44.47,-78.83958262,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS MUGO,"PINE, MUGO",Delaware,MUGO,PINUS,Delaware_In_Lot_Delaware Av,"(42.9325830436503, -78.8740141647878)",Delaware,In_Lot,97332,Delaware Av,2182,0.78,6.91,2.87,9,22.51,0.03,32.87,42.93258304,45.15,-78.87401416,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9312882213652, -78.8659990018692)",Delaware,In_Lot,96625,Delaware Av,2182,0.78,6.91,2.87,9,22.51,0.03,32.87,42.93128822,45.15,-78.865999,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,PINUS THUNBERGIANA,"PINE, JAPANESE BLACK",Delaware,THUNBERGIANA,PINUS,Delaware_In_Lot_Delaware Av,"(42.932136697685, -78.8655052833208)",Delaware,In_Lot,96609,Delaware Av,2182,0.42,3.73,1.65,6,12.25,0.02,17.72,42.9321367,43.91,-78.86550528,0.06,26.42,1,1.4,174.43,6.94,40.51
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Masten,NIGRA,PINUS,Mlk Jr._In_Lot_Parade Ave North,"(42.9043859383112, -78.8385736506016)",Mlk Jr.,In_Lot,105424,Parade Ave North,175,1.26,12.61,4.06,12,35.77,0.05,59.91,42.90438594,44.47,-78.83857365,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9344567730133, -78.8720801452422)",Delaware,In_Lot,95590,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.93445677,44.7,-78.87208015,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9019628703497, -78.8990858286098)",Front,In_Lot,104885,Busti Av,952,1.26,12.61,4.06,12,35.77,0.05,59.91,42.90196287,44.47,-78.89908583,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",South,NIGRA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8477993467972, -78.8032097596159)",Cazenovia,In_Lot,97714,Cazenovia St,161,2.63,22.63,0,31,69.67,0.07,107.54,42.84779935,0.01,-78.80320976,0.36,0.01,1,7.3,913.05,38.78,79.68
Olmsted,PINUS RIGIDA,"PINE, PITCH",South,RIGIDA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8427801940707, -78.8022860411792)",Cazenovia,In_Lot,107272,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84278019,42.07,-78.80228604,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,PINUS STROBUS,"PINE, WHITE",Delaware,STROBUS,PINUS,Delaware_In_Lot_Delaware Av,"(42.9307269783545, -78.8695341959457)",Delaware,In_Lot,99145,Delaware Av,2182,0.13,1.16,0.6,3,3.97,0.01,5.51,42.93072698,42.07,-78.8695342,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.901427044175, -78.899371269874)",Front,In_Lot,104842,Busti Av,952,1.26,12.61,4.06,12,35.77,0.05,59.91,42.90142704,44.47,-78.89937127,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS RIGIDA,"PINE, PITCH",South,RIGIDA,PINUS,Heacock_In_Lot_Abbott Rd,"(42.8547756922647, -78.8218321177641)",Heacock,In_Lot,107128,Abbott Rd,225,0.72,13.59,7.05,3,3.97,0.06,5.51,42.85477569,42.07,-78.82183212,0.11,25.31,1,1.22,152.31,2.27,31.28
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",South,NIGRA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8478059324192, -78.8031494475933)",Cazenovia,In_Lot,97715,Cazenovia St,161,2.63,22.63,6.2,21,69.67,0.09,107.54,42.84780593,34.76,-78.80314945,0.36,20.92,1,7.3,913.05,38.78,100.61
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9336112895666, -78.8602397617014)",Delaware,In_Lot,101136,Parkside Av,414,1.42,14.5,4.46,13,40.2,0.06,68.93,42.93361129,44.24,-78.86023976,0.2,26.62,1,3.91,488.5,21.69,72.2
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9303771856122, -78.8713131295641)",Delaware,In_Lot,98574,Delaware Av,2182,0.78,6.91,2.87,9,22.51,0.03,32.87,42.93037719,45.15,-78.87131313,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.8992828593844, -78.8969626250545)",Front,In_Lot,104773,Busti Av,952,0.78,6.91,2.87,9,22.51,0.03,32.87,42.89928286,45.15,-78.89696263,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9311893133394, -78.8662980219086)",Delaware,In_Lot,96710,Delaware Av,2182,0.54,4.79,2.06,7,15.67,0.02,22.77,42.93118931,44.33,-78.86629802,0.07,26.67,1,1.72,214.93,8.87,44.63
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9361734171736, -78.851127652742)",Delaware,In_Lot,99545,Parkside Av,414,2.04,19.74,5.57,17,55.91,0.08,93.82,42.93617342,40.77,-78.85112765,0.28,24.53,1,5.55,694.21,30.38,88.11
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9407364957559, -78.8567028179957)",Delaware,In_Lot,99609,Parkside Av,414,1.89,19.02,5.41,16,52.47,0.07,90.39,42.9407365,42.28,-78.85670282,0.26,25.44,1,5.12,639.51,28.27,84.99
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9311719102146, -78.8541025939726)",Delaware,In_Lot,100562,Parkside Av,414,1.58,16.4,4.85,14,44.61,0.06,77.95,42.93117191,44.01,-78.85410259,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9019715800653, -78.8991751154346)",Front,In_Lot,104888,Busti Av,952,1.42,14.5,4.46,13,40.2,0.06,68.93,42.90197158,44.24,-78.89917512,0.2,26.62,1,3.91,488.5,21.69,72.2
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.8992838773105, -78.8971056307553)",Front,In_Lot,104768,Busti Av,952,0.94,8.81,3.27,10,26.94,0.04,41.88,42.89928388,44.92,-78.89710563,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9323175872797, -78.8743054157863)",Delaware,In_Lot,97387,Delaware Av,2182,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93231759,44.92,-78.87430542,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS STROBUS,"PINE, WHITE",Delaware,STROBUS,PINUS,Delaware_In_Lot_Delaware Av,"(42.9301654066805, -78.8660565356717)",Delaware,In_Lot,96668,Delaware Av,2182,0.2,1.81,0.9,4,6.08,0.01,8.61,42.93016541,42.89,-78.86605654,0.03,25.8,1,0.77,96.22,3.46,32.86
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9347310866448, -78.86994618062)",Delaware,In_Lot,96167,Delaware Av,2182,2.33,21.18,5.88,19,62.8,0.08,100.68,42.93473109,37.77,-78.86994618,0.32,22.72,1,6.43,803.63,34.58,94.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Riverside_In_Lot_Niagara St,"(42.9539777940545, -78.9094558673038)",Riverside,In_Lot,105137,Niagara St,2505,0.94,8.81,3.27,10,26.94,0.04,41.88,42.95397779,44.92,-78.90945587,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9350308511785, -78.8743699759619)",Delaware,In_Lot,96343,Delaware Av,2182,1.58,16.4,4.85,14,44.61,0.06,77.95,42.93503085,44.01,-78.87436998,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9396878292904, -78.8591448852097)",Delaware,In_Lot,99917,Parkside Av,414,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93968783,44.92,-78.85914489,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS RESINOSA,"PINE, RED",North,RESINOSA,PINUS,Riverside_In_Lot_Niagara St,"(42.9571438436058, -78.9078792111123)",Riverside,In_Lot,105787,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.95714384,41.25,-78.90787921,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.9020951271067, -78.8989339785581)",Front,In_Lot,104947,Busti Av,952,0.94,8.81,3.27,10,26.94,0.04,41.88,42.90209513,44.92,-78.89893398,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9348649330941, -78.8767411257647)",Delaware,In_Lot,96466,Delaware Av,2182,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93486493,44.47,-78.87674113,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9347055990038, -78.8682873791257)",Delaware,In_Lot,96083,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.9347056,44.7,-78.86828738,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9345166239132, -78.8683063443072)",Delaware,In_Lot,96011,Delaware Av,2182,0.66,5.85,2.46,8,19.1,0.02,27.82,42.93451662,44.74,-78.86830634,0.09,26.92,1,2.04,255.42,10.79,48.74
Olmsted,PINUS RESINOSA,"PINE, RED",South,RESINOSA,PINUS,Cazenovia_In_Lot_Cazenovia St,"(42.8427410296955, -78.8022146942717)",Cazenovia,In_Lot,107274,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84274103,42.07,-78.80221469,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",North,NIGRA,PINUS,Riverside_In_Lot_Niagara St,"(42.9542933520956, -78.9063113089211)",Riverside,In_Lot,105289,Niagara St,2505,0.66,5.85,2.46,8,19.1,0.02,27.82,42.95429335,44.74,-78.90631131,0.09,26.92,1,2.04,255.42,10.79,48.74
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.931273803465, -78.8661853525244)",Delaware,In_Lot,96719,Delaware Av,2182,1.42,14.5,4.46,13,40.2,0.06,68.93,42.9312738,44.24,-78.86618535,0.2,26.62,1,3.91,488.5,21.69,72.2
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Niagara,NIGRA,PINUS,Front_In_Lot_Busti Av,"(42.899299379162, -78.8969136537121)",Front,In_Lot,104774,Busti Av,952,1.58,16.4,4.85,14,44.61,0.06,77.95,42.89929938,44.01,-78.89691365,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9329090682075, -78.8743598047598)",Delaware,In_Lot,97325,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.93290907,44.7,-78.8743598,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9394059251836, -78.8601613268797)",Delaware,In_Lot,100010,Parkside Av,414,2.18,20.46,5.73,18,59.35,0.08,97.25,42.93940593,39.27,-78.86016133,0.3,23.63,1,5.99,748.92,32.48,91.24
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9320037350377, -78.8724801305964)",Delaware,In_Lot,98441,Delaware Av,2182,1.1,10.71,3.66,11,31.35,0.04,50.9,42.93200374,44.7,-78.87248013,0.15,26.89,1,3.14,392.21,17.2,62.53
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9304276238919, -78.865951889882)",Delaware,In_Lot,96688,Delaware Av,2182,2.63,22.63,0,35,69.67,0.07,107.54,42.93042762,0.01,-78.86595189,0.36,0.01,1,7.3,913.05,38.78,79.68
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Parkside Av,"(42.9311201943986, -78.8542171515995)",Delaware,In_Lot,100558,Parkside Av,414,1.58,16.4,4.85,14,44.61,0.06,77.95,42.93112019,44.01,-78.85421715,0.22,26.48,1,4.29,536.65,23.93,77.03
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.930805385354, -78.8659429490265)",Delaware,In_Lot,96647,Delaware Av,2182,2.18,20.46,5.73,18,59.35,0.08,97.25,42.93080539,39.27,-78.86594295,0.3,23.63,1,5.99,748.92,32.48,91.24
Olmsted,PINUS RIGIDA,"PINE, PITCH",North,RIGIDA,PINUS,Riverside_In_Lot_Niagara St,"(42.9566133378329, -78.9075137792351)",Riverside,In_Lot,105799,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.95661334,41.25,-78.90751378,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,PINUS STROBUS,"PINE, WHITE",Delaware,STROBUS,PINUS,Delaware_In_Lot_Delaware Av,"(42.9306986387221, -78.8694981467178)",Delaware,In_Lot,99144,Delaware Av,2182,0.42,3.73,1.65,6,12.25,0.02,17.72,42.93069864,43.91,-78.86949815,0.06,26.42,1,1.4,174.43,6.94,40.51
Olmsted,PINUS STROBUS,"PINE, WHITE",Niagara,STROBUS,PINUS,Front_In_Lot_Busti Av,"(42.8999933204758, -78.8952480378379)",Front,In_Lot,105052,Busti Av,952,0.13,1.16,0.6,3,3.97,0.01,5.51,42.89999332,42.07,-78.89524804,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,PINUS NIGRA,"PINE, AUSTRIAN",Delaware,NIGRA,PINUS,Delaware_In_Lot_Delaware Av,"(42.9326212376048, -78.8668849144228)",Delaware,In_Lot,96914,Delaware Av,2182,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93262124,44.92,-78.86688491,0.13,27.03,1,2.75,344.06,14.96,57.7
